Order,User Name,Date,Time,Like Count,Comment,User Link,Sentiment Score,Sentiment Category,Related_to_Feminism
9611,@michaelkhoury9244,25/7/2023,20:23:39,1,i do hope that feminism will one day govern this hapless planet,http://www.youtube.com/channel/UCFUFhU1P0iD8t9C0-ZKCIow,0.0387,neutral,True
9615,@marcochavezjr9180,25/7/2023,19:42:35,0,this is absolutely ridiculous movies should just be enjoyable forget politics and if this movie is actually poking fun at men  then that is total bs  dont comment me saying im insensitive if it were the other way around you women would be bitching  nonstop  this type of movie should be made for kids not have any political stunts in it or feminism bs,http://www.youtube.com/channel/UCX2CZbQwxxn9h7GIM3cYspw,-0.1263,negative,True
9620,@dickbanger8924,25/7/2023,18:32:46,1,most people are dumb they wouldnt understand the politics in this garbage movie or the agenda behind wokism the purpose of modern feminism is to brainwash women into the work force think men are all evil and go against their natural biological instinct of having children depopulation is the goal,http://www.youtube.com/channel/UCznouF5MjjWobNHJ9rBZzwg,-0.7553,negative,True
9637,@wendygideon8554,25/7/2023,14:26:39,0,"pretty impressive coming from a man so strongly advocating the  overuse of pronouns  the destruction of malefemale identity seeing as this movie does nothing but concentrate strictly on both male and female only roles within society 
this movie literally explains patriarchy and kens belonging as a man it should be a win for his cause
someone didnt really comprehend and it really shows",http://www.youtube.com/channel/UCjZ98jRoQgALuTqg30Mhshg,0.839,positive,True
9659,@kwl189,25/7/2023,10:01:41,0,245 righhhht well thanks for confirming what men knew always and were lied to about feminism isnt about equality and bringing it to everyone its centred around women and promoting them and in todays world at the expense of men your predecessors didnt just have more respect they had more brains and character than you hatefilled privileged women,http://www.youtube.com/channel/UCNBsHrwwg-kQDwrElH0l8Zw,0.8805,positive,True
9681,@camogsxr1745,25/7/2023,3:34:45,0,blondee needs to chill talking bout feminism when all i see on this panel is jerry springer women talking over eachother with one male ,http://www.youtube.com/channel/UCVc1vzK72mB3_1qHAP2tHZg,0.0,neutral,True
9704,@gugundlovu6278,24/7/2023,23:24:44,1,"women get paid less bc they often dont work as much as sum menhow is it so hard to understand its simple and if it was a woman working as much of course she should earn the same nobody said it shouldnt be like thathttpwwwyoutubecomchannelucxup0hnzyqt06b5mhbydqw
895playwithvee962820230724t232345z0the movie was hilarious ken and his dojo casa house was httpwwwyoutubecomchanneluctku4tehylanipnb1ppwaw
896crustyferret895620230724t223954z0what a load of utterly fucked up shithttpwwwyoutubecomchanneluckgzt72ajtc6wbdecleupw
897houslalom20230724t223610z0her name card actually says socialist commentator httpwwwyoutubecomchanneluco2eefosozqiibyrzsbmr6w
898aaronmorris577020230724t222421z0oh grow up people the movie skewers ultra feminism as well as toxic masculinity its a perfect reflection of peoples sensitivityhttpwwwyoutubecomchannelucxcrtvq2tb5fmzcfw9eawq
899misbahailia334520230724t222236z0034  yikes asking little girls that question is inappropriate for a childrens dollhttpwwwyoutubecomchannelucjf1az9euk8jldnjtnwvtgg
900johnsmithpl4sf20230724t222148z0the original bbarbie writer was asked to write the film", but rejected it because sony wanted barbie to be more boss babe,0.2803,positive,True
9726,@concernedcitizen6577,24/7/2023,19:22:11,32,yet no man ever complains about superman spiderman batman and body positivity,http://www.youtube.com/channel/UCYrB8Vnco-b7JKe9uIkW1Ag,-0.128,negative,True
9731,@rocadezona85,24/7/2023,18:45:11,1,feminism is the ideology women made up to explain their own behavior you see its not that they are vaneinsecure biological creatures with a sex drive and very distinctive instinct driven behavior noits the patriarchy you seethats why women historically have always engaged in endless beauty rituals from the color of their toenails to the color of their hair and basically no part of their body goes without some grooming thats the patriarchy,http://www.youtube.com/channel/UCytAR6gMuRxoY3TxwLsiAqw,0.6486,positive,True
9775,@Greenhead24,24/7/2023,12:36:00,1,this lady on the left makes me realize why i hate feminism,http://www.youtube.com/channel/UCBgDKF6Cs0fsXwpF-B2PwkQ,-0.5719,negative,True
9778,@Coin945,24/7/2023,12:00:50,0,grace is incredibly intelligent i love listening to her speak about the commercialization of feminism and other issues so interesting,http://www.youtube.com/channel/UCvI56yqs0YmYQ1DK-85x_dA,0.9331,positive,True
9783,@44zeex,24/7/2023,11:09:38,4,"i love how men think this movie is an attack to them when ken is literally supposed to be a representation of how women are treated in our society 
they are so angry that they miss the whole point of the movie",http://www.youtube.com/channel/UC7RwO_G1HQoeMA2ZbAKIvPw,-0.5777,negative,True
9797,@anuragkadam8911,24/7/2023,7:50:21,0,did this movie show barbie as a construction worker plumber military soldier dying in war carpenter garbage cleaner etc i think every job is a respectful job i havent seen the movie so please tell me if someone has seen the movie if the movie showed it then its the true meaning of feminism,http://www.youtube.com/channel/UC6f-BiecvyTMil6sBU-0xsQ,0.6799,positive,True
